Date,1st instar,2nd instar,3rd instar,4th instar,5th instar,Pupae,Female moth,Male Moth,Dead female,Dead Male,# of Larvae Added,# of Egg Masses,# of Eggs
2017-06-17 12:00 AM,,6,41,7,,,1,,1,,,,
2017-06-19 12:00 AM,45,2,22,11,3,,1,,,,,,
2017-06-21 12:00 AM,26,1,16,10,11,,1,,,,,,
2017-06-23 12:00 AM,13,8,6,12,12,3,,,1,,,,
2017-06-25 12:00 AM,6,10,5,13,9,6,,,,,,,
2017-06-27 12:00 AM,1,12,4,7,9,13,,,,,,,
2017-06-29 12:00 AM,1,,11,3,8,15,,,,,,,
2017-07-01 12:00 AM,1,,8,2,7,18,,,,,,,
2017-07-03 12:00 AM,,,,7,,17,,4,,,,,
2017-07-05 12:00 AM,,,,3,3,11,3,5,,,,1,45
2017-07-07 12:00 AM,,,,1,5,6,3,8,,1,,5,"19,27,78,63,84"
2017-07-09 12:00 AM,,,,,,5,3,1,1,7,,,
2017-07-11 12:00 AM,,,,,,5,3,,,1,,,
2017-07-13 12:00 AM,128,,,,,3,2,,1,,,,
2017-07-15 12:00 AM,118,2,,,,2,1,1,1,,,,
2017-07-17 12:00 AM,45,54,1,,,1,,2,1,,,,
2017-07-19 12:00 AM,7,45,24,1,,1,,2,,,,,
2017-07-21 12:00 AM,,17,38,1,,,,1,,1,,,
2017-07-23 12:00 AM,,8,32,6,1,,,,,1,,,
2017-07-25 12:00 AM,,7,32,6,1,,,,,,,,
2017-07-27 12:00 AM,,2,29,11,4,,,,,,,,
2017-07-29 12:00 AM,,,14,14,10,,,,,,,,
2017-07-31 12:00 AM,,,12,13,10,,,,,,,,
2017-08-02 12:00 AM,,,9,7,14,4,,,,,,,
2017-08-04 12:00 AM,,,3,8,8,13,,,,,,,
2017-08-06 12:00 AM,,,,7,3,20,,,,,,,
2017-08-08 12:00 AM,,,,4,5,21,,,,,,,
2017-08-10 12:00 AM,,,,2,6,17,,4,,,,,
2017-08-12 12:00 AM,,,,1,2,16,2,9,,,,,
2017-08-14 12:00 AM,,,,,1,8,5,13,1,1,,2,"92,74"
2017-08-16 12:00 AM,,,,,,8,5,13,,1,,6,"104,96,54,21,60,48"
2017-08-18 12:00 AM,,,,,,7,1,9,4,5,,1,44
2017-08-20 12:00 AM,30,,,,,2,3,2,1,9,,1,22
2017-08-22 12:00 AM,276,,,,,2,1,2,2,,,,
2017-08-24 12:00 AM,216,17,,,,2,1,,,2,,,
2017-08-26 12:00 AM,35,32,19,,,1,1,,,,,,
2017-08-28 12:00 AM,19,91,22,,,1,1,,,,,,
2017-08-30 12:00 AM,1,47,45,,,1,1,,,,,,
2017-09-01 12:00 AM,,33,46,1,,,,,1,,,,
2017-09-03 12:00 AM,,3,61,7,1,,,,,,,,
2017-09-05 12:00 AM,,,39,12,6,,,,,,,,
2017-09-07 12:00 AM,,,35,17,7,,,,,,,,
2017-09-09 12:00 AM,,,6,17,24,6,,,,,,,
2017-09-11 12:00 AM,,,10,16,17,8,,,,,,,
2017-09-13 12:00 AM,,,8,15,10,15,,,,,,,
2017-09-15 12:00 AM,,,5,7,10,25,,,,,,,
2017-09-17 12:00 AM,,,,1,9,31,3,,,,,,
2017-09-19 12:00 AM,,,,1,7,26,6,3,,,,,
2017-09-21 12:00 AM,,,,,3,22,10,5,,1,,2,"27,33"
2017-09-23 12:00 AM,,,,,,14,8,8,5,2,,1,67
2017-09-25 12:00 AM,,,,,,9,5,6,5,5,,3,"104,186,72"
2017-09-27 12:00 AM,,,,,,6,5,4,2,2,,6,"78,41,22,32,37,49"
2017-09-29 12:00 AM,21,,,,,4,4,3,2,1,,,
2017-10-01 12:00 AM,23,,,,,1,3,1,2,2,,2,"12,20"
2017-10-03 12:00 AM,25,,,,,1,3,,,1,,,
2017-10-05 12:00 AM,127,16,,,,,2,,1,,,,
2017-10-07 12:00 AM,60,4,9,,,,1,,,,,,
2017-10-09 12:00 AM,43,16,11,,,,,,2,,,,
2017-10-11 12:00 AM,10,32,13,,,,,,,,,,
2017-10-13 12:00 AM,1,10,30,4,,,,,,,,,
2017-10-15 12:00 AM,,,31,3,5,,,,,,,,
2017-10-17 12:00 AM,,,27,4,8,,,,,,,,
2017-10-19 12:00 AM,,,10,13,7,3,,,,,,,
2017-10-21 12:00 AM,,,6,5,13,6,,,,,,,
2017-10-23 12:00 AM,,,2,3,15,8,,,,,,,
2017-10-25 12:00 AM,,,,1,5,17,1,1,,,,,
2017-10-27 12:00 AM,,,,,2,16,3,2,,,,,
2017-10-29 12:00 AM,,,,,1,15,3,1,,1,,4,"88,36,29,17"
2017-10-31 12:00 AM,,,,,,11,2,1,2,,,3,"32,13,9"
2017-11-02 12:00 AM,,,,,,3,6,4,,1,,,
2017-11-04 12:00 AM,,,,,,,7,3,1,1,,5,"47,126,48,92,70"
2017-11-06 12:00 AM,,,,,,,7,3,1,,,2,"18,149"
2017-11-08 12:00 AM,46,,,,,,4,2,3,1,,4,"87,43,39,17"
2017-11-10 12:00 AM,24,4,,,,,3,1,1,1,,,
2017-11-12 12:00 AM,241,24,,,,,,,3,1,,,
2017-11-14 12:00 AM,123,18,5,,,,,,,,,,
2017-11-16 12:00 AM,108,23,18,,,,,,,,,,
2017-11-18 12:00 AM,25,45,12,1,,,,,,,,,
2017-11-20 12:00 AM,3,32,21,7,,,,,,,,,
2017-11-22 12:00 AM,1,15,36,7,1,,,,,,,,
2017-11-24 12:00 AM,1,2,37,6,5,1,,,,,,,
2017-11-26 12:00 AM,,1,25,10,5,1,,,,,,,
2017-11-28 12:00 AM,,,16,11,9,3,,,,,,,
2017-11-30 12:00 AM,,,9,14,5,7,,,,,,,
2017-12-02 12:00 AM,,,4,9,11,11,,,,,,,
2017-12-04 12:00 AM,,,2,7,9,13,,1,,,,,
2017-12-06 12:00 AM,,,,4,6,17,,1,,,,,
2017-12-08 12:00 AM,,,,4,2,15,2,2,,,,,
2017-12-10 12:00 AM,,,,2,4,11,4,4,,,,,
2017-12-12 12:00 AM,,,,3,,33,3,3,1,1,,3,"20,74,106"
2017-12-14 12:00 AM,,,,1,2,8,5,4,,,,3,"13,18,16"
2017-12-16 12:00 AM,,,,1,2,2,5,1,2,3,,,
2017-12-18 12:00 AM,,,,1,1,2,3,,3,1,,,
2017-12-20 12:00 AM,29,,,,1,1,3,,,1,,,
2017-12-22 12:00 AM,45,,,,,1,2,,1,,,,
2017-12-24 12:00 AM,16,26,,,,1,,,2,,,,
2017-12-26 12:00 AM,,26,11,,,1,,,,,,,
2017-12-28 12:00 AM,,2,29,,,1,,,,,,,
2017-12-30 12:00 AM,,,31,,,,1,,,,,,
2018-01-01 12:00 AM,,,24,3,,,1,,,,,,
2018-01-03 12:00 AM,,,10,10,1,,,,1,,,,
2018-01-05 12:00 AM,,,2,11,3,,,,,,,,
2018-01-07 12:00 AM,,,1,4,9,3,,,,,,,
2018-01-09 12:00 AM,,,,3,8,4,,,,,,,
2018-01-11 12:00 AM,,,,3,,10,,,,,,,
2018-01-13 12:00 AM,,,,1,2,10,,,,,,,
2018-01-15 12:00 AM,,,,1,1,9,1,,,,,,
2018-01-17 12:00 AM,,,,,1,7,2,2,,,,,
2018-01-19 12:00 AM,,,,,,2,4,3,1,1,,3,"38,42,21"
2018-01-21 12:00 AM,,,,,,1,3,2,1,1,,,
2018-01-23 12:00 AM,,,,,,1,2,2,1,,,2,"37,28"
