Date,1st instar,2nd instar,3rd instar,4th instar ,5th instar,Pupae,Female moth,Male Moth,Dead female,Dead Male,# of Larvae Added,# of Egg Masses,# of Eggs 
2016-05-25 12:00 AM,,,,,,,,,,,20,,
2016-05-27 12:00 AM,20,,,,,,,,,,20,,
2016-05-29 12:00 AM,29,1,,,,,,,,,20,,
2016-05-31 12:00 AM,46,1,,,,,,,,,20,,
2016-06-02 12:00 AM,44,11,,,,,,,,,20,,
2016-06-04 12:00 AM,45,15,,,,,,,,,20,,
2016-06-06 12:00 AM,43,9,8,,,,,,,,20,,
2016-06-08 12:00 AM,62,7,9,,,,,,,,20,,
2016-06-10 12:00 AM,64,6,10,,,,,,,,20,,
2016-06-12 12:00 AM,105,3,11,,,,,,,,20,,
2016-06-14 12:00 AM,57,12,6,,,,,,,,20,,
2016-06-16 12:00 AM,40,13,10,,,,,,,,20,,
2016-06-18 12:00 AM,40,11,12,,,,,,,,20,,
2016-06-20 12:00 AM,48,16,10,,,,,,,,20,,
2016-06-22 12:00 AM,47,13,12,,,,,,,,20,,
2016-06-24 12:00 AM,46,13,16,2,,,,,,,20,,
2016-06-26 12:00 AM,42,10,21,2,,,,,,,20,,
2016-06-28 12:00 AM,32,14,22,2,,,,,,,20,,
2016-06-30 12:00 AM,23,18,25,3,,,,,,,20,,
2016-07-02 12:00 AM,22,22,20,5,,,,,,,20,,
2016-07-04 12:00 AM,29,13,21,8,1,,,,,,,,
2016-07-06 12:00 AM,,14,21,5,1,,,,,,,,
2016-07-08 12:00 AM,,10,23,6,,,,,,,,,
2016-07-10 12:00 AM,27,4,15,9,4,,,,,,,,
2016-07-12 12:00 AM,28,6,13,8,4,,,,,,,,
2016-07-14 12:00 AM,31,3,14,7,5,,,,,,,,
2016-07-16 12:00 AM,27,3,12,6,6,,,,,,,,
2016-07-18 12:00 AM,33,6,8,9,3,1,,,,,,,
2016-07-20 12:00 AM,23,4,8,5,7,1,,,,,,,
2016-07-22 12:00 AM,17,5,8,5,6,2,,,,,,,
2016-07-24 12:00 AM,4,4,6,2,9,4,,,,,,,
2016-07-26 12:00 AM,3,4,5,3,9,4,,,,,,,
2016-07-28 12:00 AM,2,7,4,3,7,5,,,,,,,
2016-07-30 12:00 AM,,7,4,3,6,4,,,,,,,
2016-08-01 12:00 AM,,3,3,6,3,5,,,,,,,
2016-08-03 12:00 AM,,2,4,4,3,5,,,,,,,
2016-08-05 12:00 AM,,1,4,4,2,7,,,,,,,
2016-08-07 12:00 AM,,,4,4,2,7,,,,,,,
2016-08-09 12:00 AM,,,4,3,2,7,,,,,,,
2016-08-11 12:00 AM,,,3,2,1,6,,,,,,,
2016-08-13 12:00 AM,,,3,3,2,5,1,,,,,,
2016-08-15 12:00 AM,,,3,2,3,6,1,,,,,,
2016-08-17 12:00 AM,,,2,2,1,7,1,1,,,,,
2016-08-19 12:00 AM,,,,2,3,5,2,1,,,,,
2016-08-21 12:00 AM,,,,2,2,5,2,,,1,,,
2016-08-23 12:00 AM,,,,2,2,4,3,,,1,,,
2016-08-25 12:00 AM,,,,1,3,4,3,,,,,,
2016-08-27 12:00 AM,,,,,3,5,2,,1,,,,
2016-08-29 12:00 AM,,,,,2,5,2,,,,,,
2016-08-31 12:00 AM,,,,,2,4,2,,,,,,
2016-09-02 12:00 AM,,,,,1,5,2,,,,,,
2016-09-04 12:00 AM,,,,,1,4,2,,1,,,,
2016-09-06 12:00 AM,,,,,,3,1,,1,,,,
2016-09-08 12:00 AM,,,,,,3,1,,,,,,
2016-09-10 12:00 AM,,,,,,2,1,,,,,,
2016-09-12 12:00 AM,,,,,,2,,,1,,,,
2016-09-14 12:00 AM,,,,,,2,,,,,,,
2016-09-16 12:00 AM,,,,,,2,,,,,,,
2016-09-18 12:00 AM,,,,,,1,,1,,,,,
2016-09-20 12:00 AM,,,,,,1,,1,,,,,
2016-09-22 12:00 AM,,,,,,,,1,,1,,,
2016-09-24 12:00 AM,,,,,,,,1,,,,,
2016-09-26 12:00 AM,,,,,,,,1,,,,,
2016-09-28 12:00 AM,,,,,,,,1,,,,,
2016-09-30 12:00 AM,,,,,,,,,,1,,,
2016-10-02 12:00 AM,,,,,,,,,,,,,
