Date,1st instar,2nd instar,3rd instar,4th instar ,5th instar,Pupae,Female moth,Male Moth,Dead female,Dead Male,# of Larvae Added,# of Egg Masses,# of Eggs 
2016-05-19 12:00 AM,20,,,,,,,,,,20,,
2016-05-21 12:00 AM,20,,,,,,,,,,20,,
2016-05-23 12:00 AM,10,12,,,,,,,,,20,,
2016-05-25 12:00 AM,19,23,,,,,,,,,20,,
2016-05-27 12:00 AM,8,12,16,,,,,,,,20,,
2016-05-29 12:00 AM,10,6,17,4,,,,,,,20,,
2016-05-31 12:00 AM,6,11,21,3,1,,,,,,20,,
2016-06-02 12:00 AM,7,7,16,4,6,2,,,,,20,,
2016-06-04 12:00 AM,17,7,12,4,9,3,,,,,20,,
2016-06-06 12:00 AM,12,10,7,10,5,7,,,,,20,,
2016-06-08 12:00 AM,28,10,11,5,3,14,,1,,,20,,
2016-06-10 12:00 AM,24,12,12,5,4,13,,2,,,20,,
2016-06-12 12:00 AM,2,31,17,8,2,11,5,4,,,20,,
2016-06-14 12:00 AM,5,17,22,6,6,8,3,2,3,4,20,,
2016-06-16 12:00 AM,,5,35,6,3,7,4,6,1,,20,1,72
2016-06-18 12:00 AM,6,,18,9,4,10,1,3,3,4,20,1,71
2016-06-20 12:00 AM,,3,13,11,8,9,,2,1,2,20,1,47
2016-06-22 12:00 AM,11,11,2,13,9,10,1,1,,2,20,,
2016-06-24 12:00 AM,16,8,4,7,5,16,1,4,,1,20,,
2016-06-26 12:00 AM,16,25,13,2,1,19,3,2,3,2,20,,
2016-06-28 12:00 AM,9,18,15,1,2,19,2,1,1,2,20,,
2016-06-30 12:00 AM,18,10,16,5,2,14,1,4,3,,20,,
2016-07-02 12:00 AM,8,12,18,3,5,7,3,4,2,3,20,,
2016-07-04 12:00 AM,13,5,18,8,4,5,2,,3,4,,,
2016-07-06 12:00 AM,5,9,13,9,4,7,,,2,,,,
2016-07-08 12:00 AM,12,11,8,11,1,13,,1,,,,,
2016-07-10 12:00 AM,8,3,11,10,4,12,1,1,,1,,,
2016-07-12 12:00 AM,17,5,9,7,2,15,2,2,,,,,
2016-07-14 12:00 AM,18,7,6,7,3,12,,4,3,2,,,
2016-07-16 12:00 AM,14,5,7,4,3,11,1,4,,1,,,
2016-07-18 12:00 AM,9,9,10,2,3,7,3,2,1,4,,,
2016-07-20 12:00 AM,20,4,8,3,2,3,2,2,3,1,,4,"145, 78, 63, 50"
2016-07-22 12:00 AM,3,11,10,1,3,3,,2,2,1,,,
2016-07-24 12:00 AM,1,12,6,4,1,3,1,1,,1,,,
2016-07-26 12:00 AM,50,,9,2,4,3,,,1,1,,,
2016-07-28 12:00 AM,13,,7,1,2,3,,,1,,,,
2016-07-30 12:00 AM,,15,1,2,3,4,,,,,,,
2016-08-01 12:00 AM,1,8,1,3,2,4,,1,,,,,
2016-08-03 12:00 AM,,3,5,1,1,6,1,,,1,,,
2016-08-05 12:00 AM,,,4,2,,7,2,,,,,,
2016-08-07 12:00 AM,,,,5,,4,2,1,,,,,
2016-08-09 12:00 AM,,,,,2,5,,2,2,,,,
2016-08-11 12:00 AM,,,,,2,4,,1,,1,,,
2016-08-13 12:00 AM,1,,,,1,4,,,,1,,,
2016-08-15 12:00 AM,,,,,1,3,,,,,,,
2016-08-17 12:00 AM,,,,,1,1,,2,,,,,
2016-08-19 12:00 AM,,,,,1,,1,,,2,,,
2016-08-21 12:00 AM,,,,,1,,,,1,,,,
2016-08-23 12:00 AM,,,,,1,,,,,,,,
2016-08-25 12:00 AM,,,,,1,,,,,,,,
2016-08-27 12:00 AM,,,,,1,,,,,,,,
2016-08-29 12:00 AM,,,,,,,,,,,,,
