Date,1st instar,2nd instar,3rd instar,4th instar ,5th instar,Pupae,Female moth,Male Moth,Dead female,Dead Male,# of Larvae Added,# of Egg Masses,# of Eggs 
2016-06-20 12:00 AM,2,16,24,11,3,8,,3,1,4,,,
2016-06-22 12:00 AM,,8,25,8,8,6,1,2,,2,,,
2016-06-24 12:00 AM,,3,23,6,10,5,1,3,,,,,
2016-06-26 12:00 AM,,,15,9,4,11,1,1,2,2,,,
2016-06-28 12:00 AM,,,9,3,9,13,,1,1,2,,,
2016-06-30 12:00 AM,,,3,6,4,10,1,2,,,,,
2016-07-02 12:00 AM,,,1,4,3,9,1,3,,3,,,
2016-07-04 12:00 AM,,,,2,1,9,3,1,,1,,,
2016-07-06 12:00 AM,,,,,1,8,2,1,1,2,,2,"65, 80"
2016-07-08 12:00 AM,,,,,,4,3,1,,2,,1,91
2016-07-10 12:00 AM,,,,,,3,2,,2,1,,3,"42, 51, 66"
2016-07-12 12:00 AM,,,,,,1,1,1,1,,,,
2016-07-14 12:00 AM,,,,,,,1,,1,1,,,
2016-07-16 12:00 AM,89,,,,,,1,,,,,,
2016-07-18 12:00 AM,53,8,,,,,,,1,,,,
2016-07-20 12:00 AM,8,35,34,,,,,,,,,,
2016-07-22 12:00 AM,1,17,31,1,,,,,,,,,
2016-07-24 12:00 AM,10,29,4,,,,,,,,,,
2016-07-26 12:00 AM,,5,16,14,3,,,,,,,,
2016-07-28 12:00 AM,,,12,17,5,,,,,,,,
2016-07-30 12:00 AM,2,,5,8,8,5,,,,,,,
2016-08-01 12:00 AM,2,,,10,4,10,,,,,,,
2016-08-03 12:00 AM,,2,,4,6,11,,,,,,,
2016-08-05 12:00 AM,,,2,3,1,13,,1,,,,,
2016-08-07 12:00 AM,,,1,1,,8,,2,1,1,,,
2016-08-09 12:00 AM,,,2,,1,4,1,,,2,,1,52
2016-08-11 12:00 AM,,,2,,1,1,1,,1,,,,
2016-08-13 12:00 AM,,,,1,,1,,1,1,,,,
2016-08-15 12:00 AM,,,,1,1,1,,,,1,,,
2016-08-17 12:00 AM,,,,1,1,1,,,,,,,
2016-08-19 12:00 AM,,,,,1,1,1,,,,,,
2016-08-21 12:00 AM,,,,,,2,,,1,,,,
2016-08-23 12:00 AM,,,,,,2,,,,,,,
2016-08-25 12:00 AM,,,,,,1,1,,,,,,
2016-08-27 12:00 AM,,,,,,1,,,1,,,,
2016-08-29 12:00 AM,,,,,,,,1,,,,,
2016-08-31 12:00 AM,,,,,,,,,,1,,,
