Date,1st instar,2nd instar,3rd instar,4th instar ,5th instar,Pupae,Female moth,Male Moth,Dead female,Dead Male,# of Larvae Added,# of Egg Masses,# of Eggs 
2016-03-18 12:00 AM,20,,,,,,,,,,20,,
2016-03-20 12:00 AM,40,,,,,,,,,,20,,
2016-03-22 12:00 AM,32,,,,,,,,,,20,,
2016-03-24 12:00 AM,37,,,,,,,,,,20,,
2016-03-26 12:00 AM,53,5,,,,,,,,,20,,
2016-03-28 12:00 AM,62,14,,,,,,,,,20,,
2016-03-30 12:00 AM,71,17,,,,,,,,,20,,
2016-04-01 12:00 AM,83,15,7,,,,,,,,20,,
2016-04-03 12:00 AM,82,10,7,,,,,,,,20,,
2016-04-05 12:00 AM,73,11,12,,,,,,,,20,,
2016-04-07 12:00 AM,75,15,17,,,,,,,,20,,
2016-04-09 12:00 AM,88,18,17,,,,,,,,20,,
2016-04-11 12:00 AM,82,17,14,,,,,,,,20,,
2016-04-13 12:00 AM,67,20,9,8,,,,,,,20,,
2016-04-15 12:00 AM,87,10,17,7,2,,,,,,20,,
2016-04-17 12:00 AM,103,13,17,4,2,,,,,,20,,
2016-04-19 12:00 AM,88,11,17,6,4,,,,,,20,,
2016-04-21 12:00 AM,87,6,14,5,6,,,,,,20,,
2016-04-23 12:00 AM,66,8,10,8,6,1,,,,,20,,
2016-04-25 12:00 AM,71,14,9,3,7,1,,,,,20,,
2016-04-27 12:00 AM,67,15,10,5,4,2,,,,,20,,
2016-04-29 12:00 AM,71,9,18,5,4,4,,,,,20,,
2016-05-01 12:00 AM,80,14,13,4,5,4,,,,,,,
2016-05-03 12:00 AM,70,10,16,3,4,6,,,,,,,
2016-05-05 12:00 AM,58,10,16,4,3,6,,,,,,,
2016-05-07 12:00 AM,41,10,15,4,4,7,,,,,,,
2016-05-09 12:00 AM,35,13,19,3,6,7,,,,,,,
2016-05-11 12:00 AM,28,6,16,5,5,8,,,,,,,
2016-05-13 12:00 AM,25,9,16,5,4,8,,1,,,,,
2016-05-15 12:00 AM,24,9,14,3,5,8,,1,,,,,
2016-05-17 12:00 AM,12,9,15,5,4,6,1,1,,,,,
2016-05-19 12:00 AM,7,6,13,5,4,5,,2,,,,,
2016-05-21 12:00 AM,4,6,12,3,4,6,,2,,,,,
2016-05-23 12:00 AM,1,4,10,3,5,5,1,2,,,,,
2016-05-25 12:00 AM,,,9,5,2,5,1,2,,,,,
2016-05-27 12:00 AM,,,6,4,4,3,1,1,,1,,,
2016-05-29 12:00 AM,,,5,4,5,3,1,1,,,,,
2016-05-31 12:00 AM,,,3,5,4,4,,,1,1,,,
2016-06-02 12:00 AM,,,3,5,3,4,,,,,,,
2016-06-04 12:00 AM,,,1,4,4,5,,,,,,,
2016-06-06 12:00 AM,,,1,5,3,6,,,,,,,
2016-06-08 12:00 AM,,,3,1,3,4,,,,,,,
2016-06-10 12:00 AM,,,,1,3,5,,,,,,,
2016-06-12 12:00 AM,,,,1,3,4,,,,,,,
2016-06-14 12:00 AM,,,,1,2,4,,,,,,,
2016-06-16 12:00 AM,,,,1,1,5,,,,,,,
2016-06-18 12:00 AM,,,,1,1,5,,,,,,,
2016-06-20 12:00 AM,,,,,,6,,,,,,,
2016-06-22 12:00 AM,,,,,,5,,,,,,,
2016-06-24 12:00 AM,,,,,,5,,,,,,,
2016-06-26 12:00 AM,,,,,,4,,,,1,,,
2016-06-28 12:00 AM,,,,,,4,,,,,,,
2016-06-30 12:00 AM,,,,,,3,,,,,,,
2016-07-02 12:00 AM,,,,,,2,1,,,,,,
2016-07-04 12:00 AM,,,,,,2,1,,,,,,
2016-07-06 12:00 AM,,,,,,2,1,,,,,,
2016-07-08 12:00 AM,,,,,,1,1,,,,,,
2016-07-10 12:00 AM,,,,,,1,1,,,,,,
2016-07-12 12:00 AM,,,,,,1,1,,,,,,
2016-07-14 12:00 AM,,,,,,1,1,,,,,,
2016-07-16 12:00 AM,,,,,,,,,1,,,,
