Date,1st instar,2nd instar,3rd instar,4th instar ,5th instar,Pupae,Female moth,Male Moth,Dead female,Dead Male,# of Larvae Added,# of Egg Masses,# of Eggs 
2016-03-18 12:00 AM,20,,,,,,,,,,20,,
2016-03-20 12:00 AM,40,,,,,,,,,,20,,
2016-03-22 12:00 AM,51,,,,,,,,,,20,,
2016-03-24 12:00 AM,66,,,,,,,,,,20,,
2016-03-26 12:00 AM,84,,,,,,,,,,20,,
2016-03-28 12:00 AM,80,,,,,,,,,,20,,
2016-03-30 12:00 AM,69,11,,,,,,,,,20,,
2016-04-01 12:00 AM,73,14,,,,,,,,,20,,
2016-04-03 12:00 AM,76,6,10,,,,,,,,20,,
2016-04-05 12:00 AM,66,13,7,,,,,,,,20,,
2016-04-07 12:00 AM,83,13,9,,,,,,,,20,,
2016-04-09 12:00 AM,81,12,11,,,,,,,,20,,
2016-04-11 12:00 AM,78,12,14,,,,,,,,20,,
2016-04-13 12:00 AM,79,13,11,3,,,,,,,20,,
2016-04-15 12:00 AM,73,22,10,5,,,,,,,20,,
2016-04-17 12:00 AM,90,14,12,6,,,,,,,20,,
2016-04-19 12:00 AM,72,20,10,5,,,,,,,20,,
2016-04-21 12:00 AM,88,3,23,5,,,,,,,20,,
2016-04-23 12:00 AM,88,8,15,8,,,,,,,20,,
2016-04-25 12:00 AM,83,11,15,6,3,,,,,,20,,
2016-04-27 12:00 AM,80,4,18,4,3,,,,,,20,,
2016-04-29 12:00 AM,90,5,16,5,2,,,,,,20,,
2016-05-01 12:00 AM,98,4,12,5,3,,,,,,20,,
2016-05-03 12:00 AM,89,9,9,4,4,,,,,,,,
2016-05-05 12:00 AM,66,10,11,2,4,,,,,,,,
2016-05-07 12:00 AM,46,9,13,3,5,,,,,,,,
2016-05-09 12:00 AM,39,11,11,3,3,1,,,,,,,
2016-05-11 12:00 AM,20,8,12,3,1,2,,,,,,,
2016-05-13 12:00 AM,18,9,10,2,3,2,,,,,,,
2016-05-15 12:00 AM,17,10,6,2,4,2,,,,,,,
2016-05-17 12:00 AM,10,7,8,4,4,2,,,,,,,
2016-05-19 12:00 AM,7,6,9,4,2,2,,,,,,,
2016-05-21 12:00 AM,4,6,10,2,2,2,,,,,,,
2016-05-23 12:00 AM,3,5,10,2,1,2,,,,,,,
2016-05-25 12:00 AM,,3,11,5,1,2,,,,,,,
2016-05-27 12:00 AM,,3,10,3,1,3,,,,,,,
2016-05-29 12:00 AM,,3,8,4,,4,,,,,,,
2016-05-31 12:00 AM,,,11,3,1,4,,,,,,,
2016-06-02 12:00 AM,,,7,4,2,3,1,,,,,,
2016-06-04 12:00 AM,,,7,3,3,3,1,,,,,,
2016-06-06 12:00 AM,,,7,3,3,2,2,,,,,,
2016-06-08 12:00 AM,,,5,2,5,2,2,,,,,,
2016-06-10 12:00 AM,,,5,2,5,2,2,,,,,,
2016-06-12 12:00 AM,,,3,4,3,3,2,,,,,,
2016-06-14 12:00 AM,,,1,3,6,4,2,,,,,,
2016-06-16 12:00 AM,,,1,3,4,3,1,,1,1,,,
2016-06-18 12:00 AM,,,1,1,6,3,1,,,,,,
2016-06-20 12:00 AM,,,1,2,6,3,1,,,,,,
2016-06-22 12:00 AM,,,,3,5,4,1,,,,,,
2016-06-24 12:00 AM,,,,2,5,3,1,1,,,,,
2016-06-26 12:00 AM,,,,1,6,2,1,,,,,,
2016-06-28 12:00 AM,,,,,6,3,2,,,,,,
2016-06-30 12:00 AM,,,,,4,5,2,,,,,,
2016-07-02 12:00 AM,,,,,4,6,1,,1,,,,
2016-07-04 12:00 AM,,,,,2,7,1,,,,,,
2016-07-06 12:00 AM,,,,,1,5,3,,,,,,
2016-07-08 12:00 AM,,,,,1,5,2,,1,,,,
2016-07-10 12:00 AM,,,,,,4,2,,,,,,
2016-07-12 12:00 AM,,,,,,4,2,,,,,,
2016-07-14 12:00 AM,,,,,,4,2,,,,,,
2016-07-16 12:00 AM,,,,,,4,2,,,,,,
2016-07-18 12:00 AM,,,,,,4,2,,,,,,
2016-07-20 12:00 AM,,,,,,4,1,,1,,,,
2016-07-22 12:00 AM,,,,,,4,,,1,,,,
2016-07-24 12:00 AM,,,,,,4,1,,,,,,
2016-07-26 12:00 AM,,,,,,3,,,1,,,,
2016-07-28 12:00 AM,,,,,,3,,,,,,,
2016-07-30 12:00 AM,,,,,,3,,,,,,,
2016-08-01 12:00 AM,,,,,,,3,,,,,,
2016-08-03 12:00 AM,,,,,,,3,,,,,,
2016-08-05 12:00 AM,,,,,,,3,,,,,,
2016-08-07 12:00 AM,,,,,,,3,,,,,,
2016-08-09 12:00 AM,,,,,,,1,,2,,,,
2016-08-11 12:00 AM,,,,,,,,,1,,,,
2016-08-13 12:00 AM,,,,,,,,,,,,,
