Date,1st instar,2nd instar,3rd instar,4th instar ,5th instar,Pupae,Female moth,Male Moth,Dead female,Dead Male,# of Larvae Added,# of Egg Masses,# of Eggs 
2016-11-23 12:00 AM,,,,1,3,15,5,4,,,,6,"55, 73, 89, 67, 26, 138"
2016-11-25 12:00 AM,,,,1,1,13,7,4,1,1,,3,"64, 96, 78"
2016-11-27 12:00 AM,,,,1,1,7,5,5,2,1,,6,"78, 84, 71, 130, 99, 63"
2016-11-29 12:00 AM,45,,,,2,4,4,5,2,2,,,
2016-12-01 12:00 AM,153,,,,2,1,1,5,4,2,,1,62
2016-12-03 12:00 AM,124,19,,,1,1,1,4,1,1,,2,"38, 62"
2016-12-05 12:00 AM,163,37,,,,,1,2,,2,,,
2016-12-07 12:00 AM,117,39,37,,,,,1,1,1,,,
2016-12-09 12:00 AM,38,38,41,,,,,1,,,,,
2016-12-11 12:00 AM,10,35,45,,,,,,,1,,,
2016-12-13 12:00 AM,3,27,35,5,,,,,,,,,
2016-12-15 12:00 AM,,11,32,10,1,,,,,,,,
2016-12-17 12:00 AM,,4,25,13,5,,,,,,,,
2016-12-19 12:00 AM,,,20,14,6,,,,,,,,
2016-12-21 12:00 AM,,,7,14,12,2,,,,,,,
2016-12-23 12:00 AM,,,3,13,14,3,,,,,,,
2016-12-25 12:00 AM,,,5,9,9,6,,,,,,,
2016-12-27 12:00 AM,,,,4,12,9,,,,,,,
2016-12-29 12:00 AM,,,,2,7,13,,,,,,,
2016-12-31 12:00 AM,,,,1,6,11,,1,,,,,
2017-01-02 12:00 AM,,,,,3,11,2,3,,,,,
2017-01-04 12:00 AM,,,,,2,11,3,3,,,,3,"30,61,57"
2017-01-06 12:00 AM,,,,,2,10,4,3,,,,4,"125,63,94,137"
2017-01-08 12:00 AM,,,,,1,7,4,,2,3,,2,"62, 78"
2017-01-10 12:00 AM,,,,,1,4,4,,3,,,,
2017-01-12 12:00 AM,,,,,1,4,3,,1,,,,
2017-01-14 12:00 AM,61,,,,1,1,1,,3,,,,
2017-01-16 12:00 AM,155,,,,1,1,1,,,,,,
2017-01-18 12:00 AM,122,26,,,1,,1,,1,,,,
2017-01-20 12:00 AM,36,62,13,,1,,1,,,,,,
2017-01-22 12:00 AM,6,65,17,,1,,1,,,,,,
2017-01-24 12:00 AM,,6,59,,1,,1,,,,,,
2017-01-26 12:00 AM,,6,45,2,1,,,,1,,,,
2017-01-28 12:00 AM,,,37,8,1,,,,,,,,
2017-01-30 12:00 AM,,,23,11,6,,,,,,,,
2017-02-01 12:00 AM,,,12,11,14,,,,,,,,
2017-02-03 12:00 AM,,,3,12,15,,,,,,,,
2017-02-05 12:00 AM,,,2,6,16,6,,,1,,,,
2017-02-07 12:00 AM,,,2,3,12,11,,,,,,,
2017-02-09 12:00 AM,,,,4,4,14,,,,,,,
2017-02-11 12:00 AM,,,,2,2,15,,,,,,,
2017-02-13 12:00 AM,,,,2,,15,,2,,,,,
2017-02-15 12:00 AM,,,,1,2,10,2,4,,,,1,85
2017-02-17 12:00 AM,,,,1,1,5,5,7,,,,5,"39,19,27,25,30"
2017-02-19 12:00 AM,,,,,1,3,6,8,,,,3,"28,34,47"
2017-02-21 12:00 AM,,,,,1,3,4,8,2,1,,,
2017-02-23 12:00 AM,,,,,1,3,2,7,2,2,,,
2017-02-25 12:00 AM,,,,,,4,,5,2,2,,,
2017-02-27 12:00 AM,40,,,,,4,,2,,3,,,
2017-03-01 12:00 AM,31,,,,,4,,1,,1,,,
2017-03-03 12:00 AM,10,19,,,,3,1,1,,,,,
2017-03-05 12:00 AM,,28,,,,3,1,1,,,,,
2017-03-07 12:00 AM,,,21,,,3,1,1,,,,,
2017-03-09 12:00 AM,,,21,,,,,2,1,,,,
2017-03-11 12:00 AM,,,17,1,,,,2,,,,,
2017-03-13 12:00 AM,,,13,4,1,,,2,,,,,
2017-03-15 12:00 AM,,,7,7,2,,,,,2,,,
2017-03-17 12:00 AM,,,1,8,6,,,,,,,,
2017-03-19 12:00 AM,,,1,5,8,,,,,,,,
2017-03-21 12:00 AM,,,,4,6,3,,,,,,,
2017-03-23 12:00 AM,,,,3,4,5,,,,,,,
2017-03-25 12:00 AM,,,,2,2,6,,,,,,,
2017-03-27 12:00 AM,,,,1,2,7,,,,,,,
2017-03-29 12:00 AM,,,,1,1,8,,,,,,,
2017-03-31 12:00 AM,,,,,1,5,,3,,,,,
2017-04-02 12:00 AM,,,,,,4,1,3,,,,,
2017-04-04 12:00 AM,,,,,,3,1,3,,1,,,
2017-04-06 12:00 AM,,,,,,2,2,3,,,,,
2017-04-08 12:00 AM,,,,,,2,1,2,1,1,,,
2017-04-10 12:00 AM,,,,,,,,,1,2,,,
2017-04-12 12:00 AM,,,,,,,,,,,,,
2017-04-14 12:00 AM,,,,,,,,,,,,,
2017-04-16 12:00 AM,10,,,,,,,,,,,,
2017-04-18 12:00 AM,8,,,,,,,,,,,,
2017-04-20 12:00 AM,1,4,,,,,,,,,,,
2017-04-22 12:00 AM,,5,,,,,,,,,,,
2017-04-24 12:00 AM,,1,4,,,,,,,,,,
2017-04-26 12:00 AM,,,5,,,,,,,,,,
2017-04-28 12:00 AM,,,4,,,,,,,,,,
2017-04-30 12:00 AM,,,4,,,,,,,,,,
2017-05-02 12:00 AM,,,2,1,1,,,,,,,,
2017-05-04 12:00 AM,,,,,2,,,,,,,,
2017-05-06 12:00 AM,,,,,1,1,,,,,,,
2017-05-08 12:00 AM,,,,,1,1,,,,,,,
2017-05-10 12:00 AM,,,,,1,1,,,,,,,
2017-05-12 12:00 AM,,,,,1,1,,,,,,,
2017-05-14 12:00 AM,,,,,,2,,,,,,,
2017-05-16 12:00 AM,,,,,,1,,1,,,,,
2017-05-18 12:00 AM,,,,,,1,1,1,,,,,
2017-05-20 12:00 AM,,,,,,1,1,1,,,,,
2017-05-22 12:00 AM,,,,,,,1,1,,,,,
2017-05-24 12:00 AM,,,,,,,1,1,,,,1,39
2017-05-26 12:00 AM,,,,,,,1,,,1,,,
2017-05-28 12:00 AM,,,,,,,,,1,,,,
2017-05-30 12:00 AM,35,,,,,,,,,,,,
2017-06-01 12:00 AM,27,,,,,,,,,,,,
2017-06-03 12:00 AM,4,15,,,,,,,,,,,
2017-06-05 12:00 AM,2,7,8,,,,,,,,,,
2017-06-07 12:00 AM,50,2,15,,,,,,,,,,
2017-06-09 12:00 AM,39,3,14,,,,,,,,,,
2017-06-11 12:00 AM,2,28,4,6,1,,,,,,,,
2017-06-13 12:00 AM,121,7,20,6,3,,,,,,,,
2017-06-15 12:00 AM,70,,24,4,7,,,,,,,,
2017-06-17 12:00 AM,35,5,20,3,5,2,,,,,,,
2017-06-19 12:00 AM,5,26,13,8,2,5,,,,,,,
2017-06-21 12:00 AM,,20,8,8,5,6,,,,,,,
2017-06-23 12:00 AM,,10,13,8,6,8,,,,,,,
2017-06-25 12:00 AM,,7,14,7,4,8,,,,,,,
2017-06-27 12:00 AM,,,14,4,7,9,1,1,,,,,
2017-06-29 12:00 AM,,,12,4,5,9,3,1,,,,1,57
2017-07-01 12:00 AM,,,6,6,4,9,4,1,,,,3,"33,41,87"
2017-07-03 12:00 AM,,,4,3,6,9,3,2,1,,,7,"126,184,20,91,23,45,57"
2017-07-05 12:00 AM,,,1,3,7,9,1,2,2,1,,,
2017-07-07 12:00 AM,,,,1,8,6,,3,1,1,,,
2017-07-09 12:00 AM,171,,,1,3,6,3,2,,,,1,240
2017-07-11 12:00 AM,172,,,,1,6,2,,,2,,2,"70,123"
2017-07-13 12:00 AM,168,5,,,1,6,2,,,,,1,46
2017-07-15 12:00 AM,54,52,13,,,2,2,1,1,1,,,
2017-07-17 12:00 AM,7,42,35,,,1,2,,1,1,,2,"56,73"
2017-07-19 12:00 AM,72,17,52,,,1,2,,,,,,
2017-07-21 12:00 AM,54,7,54,1,,1,1,,1,,,,
2017-07-23 12:00 AM,3,17,27,18,3,1,1,,,,,1,38
2017-07-25 12:00 AM,2,13,24,21,6,1,1,,,,,,
2017-07-27 12:00 AM,,16,17,22,4,,,1,1,,,,
2017-07-29 12:00 AM,,7,17,15,13,,,1,,,,,
2017-07-31 12:00 AM,1,,10,14,14,,,1,,,,,
2017-08-02 12:00 AM,,,6,10,9,5,,,,,,,
2017-08-04 12:00 AM,,,5,6,4,9,,,,,,,
2017-08-06 12:00 AM,,,2,3,5,9,,,,,,,
2017-08-08 12:00 AM,,,1,3,3,9,,,,,,,
2017-08-10 12:00 AM,,,1,1,2,11,2,,,,,,
2017-08-12 12:00 AM,,,1,1,2,5,5,1,,,,,
2017-08-14 12:00 AM,,,1,,1,5,3,1,2,,,1,83
2017-08-16 12:00 AM,,,1,,,5,3,1,,1,,1,93
2017-08-18 12:00 AM,,,,1,,3,4,1,1,,,,
2017-08-20 12:00 AM,,,,,1,3,2,,2,1,,,
2017-08-22 12:00 AM,44,,,,1,1,2,,,,,,
2017-08-24 12:00 AM,48,1,,,,1,1,,1,,,,
2017-08-26 12:00 AM,33,5,,,,,1,,,,,,
2017-08-28 12:00 AM,11,20,,,,1,,,1,,,,
2017-08-30 12:00 AM,1,14,5,,,1,,,,,,,
2017-09-01 12:00 AM,1,5,14,,,,,,,,,,
2017-09-03 12:00 AM,,,18,,,,,,,,,,
2017-09-05 12:00 AM,,,17,,,,,,,,,,
2017-09-07 12:00 AM,,,11,2,,,,,,,,,
2017-09-09 12:00 AM,,,,6,6,,,,,,,,
2017-09-11 12:00 AM,,,2,8,2,,,,,,,,
2017-09-13 12:00 AM,,,2,7,2,,,,,,,,
2017-09-15 12:00 AM,,,,4,5,1,,,,,,,
2017-09-17 12:00 AM,,,,1,3,7,,,,,,,
2017-09-19 12:00 AM,,,,1,2,7,,,,,,,
2017-09-21 12:00 AM,,,,,2,6,,,,,,,
2017-09-23 12:00 AM,,,,,1,6,,,,,,,
2017-09-25 12:00 AM,,,,,1,2,3,1,,,,,
2017-09-27 12:00 AM,,,,,,2,3,2,,,,2,"38,36"
2017-09-29 12:00 AM,,,,,,1,4,2,,,,4,"54,68,55,60"
2017-10-01 12:00 AM,,,,,,1,3,1,1,1,,2,"24,16"
2017-10-03 12:00 AM,,,,,,1,1,,2,1,,,
2017-10-05 12:00 AM,33,,,,,1,,,1,,,,
2017-10-07 12:00 AM,25,,,,,,1,,,,,,
2017-10-09 12:00 AM,149,12,,,,,1,,,,,,
2017-10-11 12:00 AM,112,22,,,,,,,1,,,,
2017-10-13 12:00 AM,27,35,11,,,,,,,,,,
2017-10-15 12:00 AM,4,36,24,,,,,,,,,,
2017-10-17 12:00 AM,,9,36,3,,,,,,,,,
2017-10-19 12:00 AM,,,34,5,4,,,,,,,,
2017-10-21 12:00 AM,,,21,7,9,,,,,,,,
2017-10-23 12:00 AM,,,9,7,10,4,,,,,,,
2017-10-25 12:00 AM,,,6,4,5,12,,,,,,,
2017-10-27 12:00 AM,,,,3,7,15,,,,,,,
2017-10-29 12:00 AM,,,1,4,3,14,,1,,,,,
2017-10-31 12:00 AM,,,,2,4,13,,2,,,,,
2017-11-02 12:00 AM,,,,,3,13,1,2,,,,,
2017-11-04 12:00 AM,,,,,2,8,2,4,,1,,,
2017-11-06 12:00 AM,,,,,2,8,3,4,,,,2,"16,30"
2017-11-08 12:00 AM,,,,,,8,3,5,,,,2,"29,18"
2017-11-10 12:00 AM,5,,,,,2,2,4,2,1,,1,22
2017-11-12 12:00 AM,,5,,,,1,2,2,1,2,,,
2017-11-14 12:00 AM,43,4,,,,1,2,,,2,,,
2017-11-16 12:00 AM,67,,5,,,1,2,,,,,2,"29,33"
2017-11-18 12:00 AM,4,1,4,1,4,11,1,,,,,,
2017-11-20 12:00 AM,36,39,7,2,,,1,,2,,,,
2017-11-22 12:00 AM,37,16,25,2,,,,,1,,,,
2017-11-24 12:00 AM,28,9,34,3,1,,,,,,,,
2017-11-26 12:00 AM,6,21,31,1,4,,,,,,,,
2017-11-28 12:00 AM,,16,34,,5,,,,,,,,
2017-11-30 12:00 AM,,7,25,11,3,,,,,,,,
2017-12-02 12:00 AM,,,19,10,7,1,,,,,,,
2017-12-04 12:00 AM,,,13,12,6,2,,,,,,,
2017-12-06 12:00 AM,,,9,10,10,2,,,,,,,
2017-12-08 12:00 AM,,,5,5,9,7,,,,,,,
2017-12-10 12:00 AM,,,2,10,3,9,,1,,,,,
2017-12-12 12:00 AM,,,1,3,5,11,,1,,,,,
2017-12-14 12:00 AM,,,,3,3,12,1,1,,,,1,42
2017-12-16 12:00 AM,,,,1,3,11,1,1,,,,,
2017-12-18 12:00 AM,,,,,3,8,2,1,,1,,2,"39,45"
2017-12-20 12:00 AM,,,,,3,5,2,1,1,1,,3,"45,22,89"
2017-12-22 12:00 AM,,,,,1,5,3,2,,,,4,"124,19,15,37"
2017-12-24 12:00 AM,19,,,,,3,4,2,,1,,3,"43,14,25"
2017-12-26 12:00 AM,59,,,,,3,3,1,1,1,,,
2017-12-28 12:00 AM,57,4,,,,3,2,1,2,,,2,"29,34"
2017-12-30 12:00 AM,43,27,,,,3,2,,1,,,1,29
2018-01-01 12:00 AM,73,23,9,,,2,2,,1,,,,
2018-01-03 12:00 AM,67,12,23,,,,4,,,,,,
2018-01-05 12:00 AM,50,12,22,,,,3,,1,,,,
2018-01-07 12:00 AM,16,13,29,,,,3,,1,,,,
2018-01-09 12:00 AM,6,12,22,7,,,3,,,,,,
2018-01-11 12:00 AM,1,10,19,6,3,,3,,,,,,
2018-01-13 12:00 AM,,5,16,9,5,,1,,2,,,,
2018-01-15 12:00 AM,,4,12,9,7,,1,,,,,,
2018-01-17 12:00 AM,,,13,5,7,4,1,,,,,,
2018-01-19 12:00 AM,,,8,10,4,7,,,1,,,,
2018-01-21 12:00 AM,,,5,8,6,8,,,,,,,
2018-01-23 12:00 AM,,,4,6,3,11,,,,,,,
