Date,1st instar,2nd instar,3rd instar,4th instar ,5th instar,Pupae,Female moth,Male Moth,Dead female,Dead Male,# of Larvae Added,# of Egg Masses,# of Eggs 
2016-05-19 12:00 AM,20,,,,,,,,,,20,,
2016-05-21 12:00 AM,20,,,,,,,,,,20,,
2016-05-23 12:00 AM,8,18,,,,,,,,,20,,
2016-05-25 12:00 AM,18,21,2,,,,,,,,20,,
2016-05-27 12:00 AM,7,13,12,3,,,,,,,20,,
2016-05-29 12:00 AM,6,5,18,7,3,,,,,,20,,
2016-05-31 12:00 AM,11,9,15,6,5,3,,,,,20,,
2016-06-02 12:00 AM,5,9,11,5,4,8,,,,,20,,
2016-06-04 12:00 AM,9,3,11,8,4,12,,,,,20,,
2016-06-06 12:00 AM,15,6,11,4,3,14,,2,,,20,,
2016-06-08 12:00 AM,30,5,9,4,2,11,,6,,,20,,
2016-06-10 12:00 AM,15,14,8,3,6,8,1,2,,5,20,,
2016-06-12 12:00 AM,1,13,17,3,4,8,1,1,2,4,20,,
2016-06-14 12:00 AM,4,7,17,3,3,7,1,1,1,,20,,
2016-06-16 12:00 AM,,19,8,9,5,8,2,,,,20,,
2016-06-18 12:00 AM,11,2,19,10,7,7,3,,1,,20,,
2016-06-20 12:00 AM,10,6,21,7,7,,,,,,20,,
2016-06-22 12:00 AM,15,7,14,2,5,11,2,,3,2,20,,
2016-06-24 12:00 AM,16,15,9,5,4,10,2,,1,,20,,
2016-06-26 12:00 AM,10,10,27,1,5,8,,3,3,,20,,
2016-06-28 12:00 AM,6,8,21,3,3,6,2,2,,1,20,,
2016-06-30 12:00 AM,7,7,15,7,3,6,,,2,2,20,,
2016-07-02 12:00 AM,14,6,8,7,11,5,2,1,,,20,,
2016-07-04 12:00 AM,6,16,9,10,3,10,2,1,,,,,
2016-07-06 12:00 AM,7,10,11,3,,14,1,,3,1,,,
2016-07-08 12:00 AM,12,9,12,3,1,12,1,,2,,,,
2016-07-10 12:00 AM,4,2,14,4,3,7,1,,2,1,,,
2016-07-12 12:00 AM,16,3,4,6,7,4,1,1,2,1,,,
2016-07-14 12:00 AM,9,,4,5,10,5,,,1,1,,,
2016-07-16 12:00 AM,13,4,4,1,5,13,,1,,,,,
2016-07-18 12:00 AM,14,15,4,2,2,11,1,1,,1,,,
2016-07-20 12:00 AM,11,8,8,1,2,12,1,,1,1,,,
2016-07-22 12:00 AM,,15,10,2,,4,1,2,3,3,,,
2016-07-24 12:00 AM,,2,13,4,,4,,1,1,1,,,
2016-07-26 12:00 AM,50,,9,2,4,3,,,1,1,,,
2016-07-28 12:00 AM,,,1,3,5,4,,1,,,,,
2016-07-30 12:00 AM,,,,1,1,8,,1,,1,,,
2016-08-01 12:00 AM,,,,1,1,8,,1,,,,,
2016-08-03 12:00 AM,,,,,1,6,2,,,1,,,
2016-08-05 12:00 AM,,,,,1,3,,3,2,,,,
2016-08-07 12:00 AM,,,,,,1,,,4,1,,,
2016-08-09 12:00 AM,,,,,,1,,,,,,,
2016-08-11 12:00 AM,,,,,,1,,,,,,,
2016-08-13 12:00 AM,,,,,,,,,,,,,
